number,text,name,souce,type ,,,
,"Но всего вышеперечисленного всё равно мало для того чтобы избавиться от стагнирующих факторов, не позволяющих Якутии, как и остальным регионам Дальнего Востока развиваться более интенсивно.",Борисов Е.А,https://yakutsk.bezformata.com/listnews/borisova-na-zasedanii-soveta-federatcii/8132624/,Заседание ,,,
,"Да, наша экономика развивается. Даже несмотря на фактическое отсутствие налоговых, зарплатных, пенсионных преференций и льгот для дальневосточников. Несмотря на недостаточные стимулы для населения жить и работать на Крайнем Севере. Несмотря на то, что у нас семь месяцев в году – зима и экстремальные климатические условия. Несмотря на огромные расстояния и низкую плотность населения. Несмотря на хроническую зависимость республиканского бюджета от федеральных трансфертов, возникшую в результате перераспределения доходов не в пользу регионов. Несмотря на объективную неконкурентоспособность многих производств. Несмотря на все это и вопреки всему этому, мы умудряемся показывать пусть медленный, но стабильный рост. Но этот рост дается нам слишком дорогой ценой.",Борисов Е.А,https://yakutsk.bezformata.com/listnews/borisova-na-zasedanii-soveta-federatcii/8132624/,Заседание ,,,
,"Я бы хотел с этой высокой трибуны напомнить всем, уважаемые коллеги, что сегодня развитие Дальнего Востока – это политический приоритет главы государства Владимира Владимировича Путина. Никакой неопределенности или сомнений в этом вопросе быть не должно. Мы и так безвозвратно потеряли двадцать лет. Поэтому действовать надо сейчас, не откладывая решение трудных, но определяющих задач на завтра или на послезавтра.",Борисов Е.А,https://yakutsk.bezformata.com/listnews/borisova-na-zasedanii-soveta-federatcii/8132624/,Заседание ,,,
,"Прежде всего, считаю необходимым принять комплекс взаимосвязанных правовых, административных и организационных решений, направленных на создание особых условий функционирования экономики регионов Дальнего Востока.",Борисов Е.А,https://yakutsk.bezformata.com/listnews/borisova-na-zasedanii-soveta-federatcii/8132624/,Заседание ,,,
,"Мы поддержим те предложения, которые нацелены на разработку принятие специального федерального нормативно-правового акта о развитии Дальнего Востока, в котором будут предметно заложены особые условия хозяйствования и организации социальной сферы в Дальневосточном регионе, учитывающие, в том числе, специфику Якутии – территориальную и климатическую.",Борисов Е.А,https://yakutsk.bezformata.com/listnews/borisova-na-zasedanii-soveta-federatcii/8132624/,Заседание ,,,
,Основной блок этого документа должны составлять вопросы качества жизни и реальных доходов населения.,Борисов Е.А,https://yakutsk.bezformata.com/listnews/borisova-na-zasedanii-soveta-federatcii/8132624/,Заседание ,,,
,"Во-первых, в целях стимулирования притока и закрепления населения надо законодательно урегулировать вопросы заработной платы. Не секрет, что вопрос о районных коэффициентах сегодня, в условиях рыночной экономики, практически дезавуирован. Несмотря на то, что он реально выплачивается, уровень заработной платы в Якутии сопоставим, а во многих случаях даже ниже, чем в регионах центральной части страны. При этом стоимость жизни, транспортная доступность здесь в разы выше.",Борисов Е.А,https://yakutsk.bezformata.com/listnews/borisova-na-zasedanii-soveta-federatcii/8132624/,Заседание ,,,
,"Во-вторых, решение проблемы миграционного оттока населения в трудоспособном возрасте, создание условий для привлечения населения напрямую связано с усилением государственной пенсионной политики.",Борисов Е.А,https://yakutsk.bezformata.com/listnews/borisova-na-zasedanii-soveta-federatcii/8132624/,Заседание ,,,
,"В-третьих, не менее важной задачей по привлечению и закреплению населения является решение жилищного вопроса и развитие социальной инфраструктуры. С учётом масштаба проблемы ветхого и аварийного жилищного фонда считаю необходимым сформировать особые условия по государственной поддержке жилищного строительства в дальневосточных регионах.",Борисов Е.А,https://yakutsk.bezformata.com/listnews/borisova-na-zasedanii-soveta-federatcii/8132624/,Заседание ,,,
,"Конечно, мы понимаем, что это потребует значительных капитальных вложений и прежде всего бюджетных. Но иначе все усилия по реализации приоритетных проектов на востоке страны будут напрасными.",Борисов Е.А,https://yakutsk.bezformata.com/listnews/borisova-na-zasedanii-soveta-federatcii/8132624/,Заседание ,,,
,"Четвертое. Серьезной проблемой является практикуемый сегодня большинством компаний-инвесторов вахтовый метод работы. Считаю, что подобный подход не способствует оседлости населения в регионах. При этом не стоит забывать и о коренных жителях дальневосточных регионов.",Борисов Е.А,https://yakutsk.bezformata.com/listnews/borisova-na-zasedanii-soveta-federatcii/8132624/,Заседание ,,,
,"Без создания условий для притока россиян на Дальний Восток мы не сможем привлекать высококвалифицированных специалистов, и эти ниши постепенно будут и дальше заполняться мигрантами из ближнего и дальнего зарубежья, что уже сегодня создает множество проблем для наших регионов.",Борисов Е.А,https://yakutsk.bezformata.com/listnews/borisova-na-zasedanii-soveta-federatcii/8132624/,Заседание ,,,
,Пятое. Изменения давно напрашиваются в системе оказания медицинской помощи. Предлагается закрепить в Федеральном законе «Об основах охраны здоровья граждан в Российской Федерации» понятие «малокомплектная государственная медицинская организация» и создание условий финансового обеспечения их функционирования.,Борисов Е.А,https://yakutsk.bezformata.com/listnews/borisova-na-zasedanii-soveta-federatcii/8132624/,Заседание ,,,
,"Вообще у нас по вопросам малокомплектности школ, больниц и других учреждений разговор давно идет. Но если по образованию вопросы сняты, то по здравоохранению они остаются.",Борисов Е.А,https://yakutsk.bezformata.com/listnews/borisova-na-zasedanii-soveta-federatcii/8132624/,Заседание ,,,
,"Помимо этого, мы, конечно, должны наполнить будущий закон особыми условиями хозяйствования для Дальнего Востока.",Борисов Е.А,https://yakutsk.bezformata.com/listnews/borisova-na-zasedanii-soveta-federatcii/8132624/,Заседание ,,,
,"Здесь первостепенной задачей государства является реализация комплекса мероприятий по снижению затрат на северный завоз, что особо характерно для Якутии. Нужны федеральные субсидии юридическим лицам и индивидуальным предпринимателям на компенсацию расходов по доставке нефтепродуктов, топливно-энергетических ресурсов, социально-значимых продовольственных товаров для нужд населения, проживающего в труднодоступных и отдаленных населенных пунктах.",Борисов Е.А,https://yakutsk.bezformata.com/listnews/borisova-na-zasedanii-soveta-federatcii/8132624/,Заседание ,,,
,"Хотел бы еще отметить то, что многие принимаемые сегодня меры, направленные на развитие Дальнего Востока имеют отношение прежде всего к субъектам хозяйствования. Но чтобы эти меры имели не косвенный, а действительно мультипликативный эффект, нам необходимо вернуться к истории, в столыпинские времена, в советские времена, когда самыми эффективными были механизмы, поддерживающие конкретного человека на Дальнем Востоке. Хотелось бы чтобы такие же механизмы были закреплены законодательно и сейчас.",Борисов Е.А,https://yakutsk.bezformata.com/listnews/borisova-na-zasedanii-soveta-federatcii/8132624/,Заседание ,,,
118,"Все это означает движение вперед, без которого нет жизни. Наша партия – живая, открытая структура. Она не только самая многочисленная в республике. У «Единой России» много сторонников, единомышленников, у нее большая группа поддержки. Партийные структуры постоянно обновляются за счет притока молодых, энергичных, эффективных людей, которые берутся за конкретные дела и не боятся ответственности.",Мамсуров Т.Д,https://osset-alania.er.ru/activity/news/tajmuraz-mamsurov-nam-budet-ne-legko-no-my-pobedim,Интервью,,,
,"В основу предвыборной программы регионального отделения Партии, легла Стратегия развития республики до 2025 года. Это не набор красивых фраз и обещаний, а серьезно проработанный документ, в котором мы скрупулезно оценили наши возможности, соизмерили их с нашими желаниями, учли объективные трудности и наш потенциал, а затем прописали всю эту философию в цифрах. Это реальная программа с конкретными сроками и достижимыми целями, главная из которых – сделать Северную Осетию стабильным, передовым, крепко стоящим на ногах регионом России. Мы всегда были опорой нашей страны и никогда не были обузой. Так будет и впредь.",Мамсуров Т.Д,https://osset-alania.er.ru/activity/news/tajmuraz-mamsurov-nam-budet-ne-legko-no-my-pobedim,Интервью,,,
,"За период 2006-2011 годов ВРП республики возрос в 1,4 раза, вдвое увеличился объем инвестиций в основной капитал, а доходы консолидированного бюджета в 1,8 раза. В значительной степени эти результаты были достигнуты благодаря деятельности компаний малого и среднего бизнеса. Мы сделали ставку на развитие реального сектора экономики, промышленности и сельского хозяйства. И как показывает статистика, были правы.",Мамсуров Т.Д,https://osset-alania.er.ru/activity/news/tajmuraz-mamsurov-nam-budet-ne-legko-no-my-pobedim,Интервью,,,
,"Экономический рост, возможности которого определяются эффективной реализацией предлагаемой Партией стратегии экономического развития, в свою очередь позволит проводить еще более эффективную социальную политику. Задача Партии – активно содействовать программам развития социальной сферы, что обеспечит контроль над эффективным выполнением на местах государственных, муниципальных и партийных программ, направленных на повышение качества жизни людей.",Мамсуров Т.Д,https://osset-alania.er.ru/activity/news/tajmuraz-mamsurov-nam-budet-ne-legko-no-my-pobedim,Интервью,,,
,"На днях в средствах массовой информации были опубликованы результаты исследования, которое провели мониторинговое агентство NewsEffector совместно с Фондом региональных исследований ""Регионы России"". Были опрошены десятки тысяч человек из 100 крупнейших российских городов. Людей спрашивали, чувствуют ли они себя счастливыми, довольны ли они своим материальным положением, динамикой развития своего города, его благоустройством, безопасностью и экологией. Можно было бы подробно разобрать по всем перечисленным пунктам результаты этого независимого исследования, где у Владикавказа очень прочные, хорошие позиции. Но вопрос был про экологию, так вот ее высокий уровень во Владикавказе отметил 71% опрошенных. Затем идут Смоленск и Грозный. Это очень оптимистичный взгляд. Я считаю, нам есть, что улучшать в экологии. Сейчас по моему распоряжению активно обсуждается с привлечением жителей республики и общественных организаций целевая программа экологического благополучия на 2013-2017 годы. Это наше общее дело. Мы собираемся развивать на высоком уровне туризм, все эксперты, оценивающие природно-рекреационный потенциал Северной Осетии, сходятся во мнении, что безусловным преимуществом наших будущих курортов является нетронутая, первозданная природа. Мы хотим ее сохранить, но хотим быть и продвинутым, промышленно развитым регионом, поэтому надо найти баланс, ужесточить насколько возможно природоохранные меры, сделать упор на экологию и двигаться вперед.",Мамсуров Т.Д,https://osset-alania.er.ru/activity/news/tajmuraz-mamsurov-nam-budet-ne-legko-no-my-pobedim,Интервью,,,
,"Реализация Программы позволит снизить уровень выбросов в атмосферный воздух загрязняющих веществ, сбросы загрязнённых сточных вод в реки, увеличит объёмы утилизации отходов",Мамсуров Т.Д,https://osset-alania.er.ru/activity/news/tajmuraz-mamsurov-nam-budet-ne-legko-no-my-pobedim,Интервью,,,
,"Будут проведены работы по рекультивации земель сельхозназначения, мероприятия по сохранению зелёного фонда, ликвидированы сотни стихийных свалок в населённых пунктах республики и многое другое. Работы много, наша партия рассчитывает на помощь и поддержку населения.",Мамсуров Т.Д,https://osset-alania.er.ru/activity/news/tajmuraz-mamsurov-nam-budet-ne-legko-no-my-pobedim,Интервью,,,
,"За период с 2008 по 2012 годы в республике были капитально отремонтированы более 20% многоквартирных жилых домов на общую сумму 1,4 млрд. рублей. Еще более 1 млрд. 100 млн. рублей мы потратили на переселение граждан из аварийного жилья, в новые квартиры въехали более 30% граждан, ранее проживавших в плохих условиях. В общей сложности это 2.5 млрд. рублей. Они были не бездумно потрачены, а эффективно использованы. Эта работа получила достойную оценку Федерального фонда содействия реформированию жилищно-коммунального хозяйства. В результате Северной Осетии - единственному региону Северного Кавказа со стороны этой федеральной структуры был предоставлен бонус в размере 100 млн. рублей, и кроме того, дополнительно выделены еще 16 млн. рублей. Таким образом, уже в этом году республика получит из средств Фонда ЖКХ 116 млн. рублей, мы сами в порядке софинансирования добавим к федеральным деньгам еще 43 млн. рублей. Все эти средства будут направлены на проведение капитального ремонта 32 многоквартирных домов и расселение 11 аварийных домов. В результате реализации этих программ условия проживания улучшат 3 760 человек.",Мамсуров Т.Д,https://osset-alania.er.ru/activity/news/tajmuraz-mamsurov-nam-budet-ne-legko-no-my-pobedim,Интервью,,,
,"Молодежь – это будущее страны, наш главный ресурс развития. В республике реализуется концепция молодежной политики, действует Молодежный парламент, на поиск и отбор лучших из молодежных лидеров направлены усилия общественных организаций.",Мамсуров Т.Д,https://osset-alania.er.ru/activity/news/tajmuraz-mamsurov-nam-budet-ne-legko-no-my-pobedim,Интервью,,,
,"«Молодая Гвардия Единой России» — организация, объединившая неравнодушных юношей и девушек, которые принимают активное участие в политической жизни республики, в том числе в избирательных кампаниях различного уровня. Активом организации проводятся мероприятия, направленные на социальную защиту молодежи, на профилактику правонарушений в подростковой среде, рейды по выявлению мест незаконной торговли алкоголем, экологические акции.",Мамсуров Т.Д,https://osset-alania.er.ru/activity/news/tajmuraz-mamsurov-nam-budet-ne-legko-no-my-pobedim,Интервью,,,
,"У партии «Единая Россия» есть свой кадровый резерв, который формируется через проект «Кадровый резерв – Профессиональная команда страны». Он уже стал реальным источником молодых перспективных профессиональных кадров в нашей республике.",Мамсуров Т.Д,https://osset-alania.er.ru/activity/news/tajmuraz-mamsurov-nam-budet-ne-legko-no-my-pobedim,Интервью,,,
,"«Единая Россия»одной из своих приоритетных задач считает поиск и применение новых форм работы в молодежной среде, направленных на физическое и нравственное воспитание, социальное благополучие, возможность самореализации, профессионального и карьерного роста. Но мы не растим иждивенцев, мы поддерживаем и продвигаем тех молодых людей, которые проявляют инициативу, у которых есть гражданская позиция, кто хочет работать во благо общества, раскрывая свои способности, украшая своим трудом и достижениями в науке, искусстве, спорте жизнь республики.",Мамсуров Т.Д,https://osset-alania.er.ru/activity/news/tajmuraz-mamsurov-nam-budet-ne-legko-no-my-pobedim,Интервью,,,
,"«Единая Россия» сегодня является той политической силой, которая несет ответственность за развитие республики. Мы отвечаем и за то, что сделано, и за то, что не удалось сделать. Тем, кто ничего не делал, а только критиковал со стороны, будет проще, они ни за что не отвечают.Уверен, что «Единая Россия» победит, опираясь на общенародную поддержку.",Мамсуров Т.Д,https://osset-alania.er.ru/activity/news/tajmuraz-mamsurov-nam-budet-ne-legko-no-my-pobedim,Интервью,,,
119,"В Совете Федерации, рассматривая кандидатуры для назначения судьями Верховного Суда, которые представляют нам Президент РФ Владимир Путин и Председатель Верховного Суда России Вячеслав Лебедев, мы все больше убеждаемся в том, что профессионализм и деловые качества судей возрастают. Но мы видим также, что судам все еще нелегко справляться с возрастающей нагрузкой",Мамсуров Т.Д,http://council.gov.ru/events/news/77620/,Совещание,,,
,"Мы уверены также, что настало время оптимизировать нормы служебной нагрузки судей, которые не пересматривались с 1996 года",Мамсуров Т.Д,http://council.gov.ru/events/news/77620/,Совещание,,,
,"На днях Верховный Суд России внес пакет законопроектов о создании государственной судебной службы, в которую будут выделены сотрудники аппаратов судов. Мы в Совете Федерации будем настаивать на том, чтобы эти решения были приняты и смогли повлиять на реальную роль и значение этих сотрудников",Мамсуров Т.Д,http://council.gov.ru/events/news/77620/,Совещание,,,
120,"Главная цель нашей, североосетинской, части программы – добиться устойчивого развития республики на протяжении этих лет. В Осетию будет инвестировано 23,4 миллиарда рублей, большая часть из них обеспечивается средствами федерального бюджета. Эти вливания станут сильным импульсом для развития реального сектора экономики и социальной сферы, создания новых рабочих мест, повышения уровня и качества жизни населения. Кроме того, реализация программы позволит создать дополнительные места в детских дошкольных и общеобразовательных учреждениях, строить и проводить капремонты объектов здравоохранения, обносить инфраструктура городов и районов Северной Осетии.",Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
,"О туризме и кавказском туристическом кластере в программе говорится отдельно. Новые курорты будут развиваться в условиях жесткой конкуренции, и мы должны быть к этому готовы. Но именно эта конкуренция будет повышать инвестиционную привлекательность, способствовать созданию новых рабочих мест, росту налоговых платежей.",Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
,"Ожидается, что в результате реализации программы объем валового регионального продукта вырастет до 380 млрд рублей в 2025 году со 101,3 млрд рублей в 2012 году, а в расчете на душу населения – до 525 тыс. рублей, сейчас он находится на уровне 142 тыс. рублей. Программа предусматривает рост среднедушевых доходов населения с 16 тыс. рублей в 2012 году до 40 тыс. – в 2025 году.",Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,, 
,"Как известно, ВРП – самый главный макроэкономический показатель. В Северной Осетии он давно и устойчиво увеличивается примерно на 4-5% в год. Участие в госпрограмме развития СКФО дает нам возможность увеличить его в три раза. Причем, при прогнозировании за основу в своих расчетах мы вместе с округом и федеральным правительством берем не самый оптимистичный сценарий развития, но даже в этом случае мы неизбежно выходим на цифры существенного экономического роста.",Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
121,"Постепенное повышение зарплат работников бюджетной сферы является главной целью правительства Северной Осетии. По моему поручению оно приняло республиканскую программу совершенствования системы оплаты труда при оказании государственных услуг на 2013-2018 годы. Главная ее цель – постепенное повышение зарплат бюджетников: врачей, учителей, педагогических и социальных работников – тех, кто трудится в сфере культуры. Это наша интеллигенция, люди, которые учат и воспитывают наших детей, ухаживают за больными и стариками, радуют нас своим творчеством. Это большое количество жителей Осетии – более 70 тысяч человек.",Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
,Планируем довести среднюю заработную плату бюджетников к 2018 году до 27 тысяч рублей – до прогнозного уровня средней зарплаты по экономике республики. Мы найдем на это необходимые средства – 6 млрд рублей.,Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
,"Более того, с 1 января 2013 года бюджетная сфера уже перешла на новые отраслевые системы оплаты труда. Я надеюсь, некоторое улучшение люди почувствовали, пусть не столь, как хотелось. И это только начало. Теперь необходимо выстроить систему, которая позволит больше получать тем, кто и работает лучше. Наша задача – создать абсолютно прозрачную систему оценки эффективности деятельности работников и учреждений, чтобы начиная это благое дело, мы обошлись без уродливых, аморальных перекосов, как родственные или другие личные предпочтения.",Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
,"Безусловно, потребуется контроль за тем, чтобы руководители бюджетных учреждений не назначали сами себе зарплаты на порядок в разы выше, чем своим сотрудникам. На мой взгляд, у правительства должна быть прямая связь с каждой больницей и школой. При современном уровне развития технологий это несложно будет сделать. Пусть это будет электронная приемная на официальном сайте или страница в социальных сетях – тот путь, который позволит оперативно получать достоверную информацию о том, что происходит.",Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
122,"На мой взгляд, большую значимость для устойчивого развития республиканской экономики имеет стабильная жизнедеятельность традиционных отраслей экономики, определяющих современную специализацию нашей республики. Так, индекс промышленного производства в 2012 году составил 106,5%. Среди крупных и средних предприятий, добившихся увеличения объемов производства в прошлом году – ОАО “Иристонстекло”, ОАО НПО “Бином”, ОАО “Моздокские узоры”, ОАО “Электронкомплекс”.",Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
,Одно из важнейших направлений развития республики – реализация инвестпроектов по коренной модернизации действующих предприятий и строительству новых. На некоторых промышленных предприятиях в прошлом году уже велась активная работа по обновлению основных производственных фондов и созданию современной технологической базы.,Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
,"Так, в рамках программы перспективного развития до 2015 г. ОАО “Электроцинк” осуществляет проект технического перевооружения производства, в том числе, выполнения природоохранных мероприятий.",Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
,"ОАО КУ “Кавдоломит” приступило к полному технологическому переоснащению и расширению производства. Продолжается расширение производственной базы “ЗАО “Рокос”, общий объем инвестиций составит 420 млн рублей. В 2012 году Правительством республики было принято постановление о государственной поддержке инвестиционного проекта ОАО “Радуга” по реконструкции производства общей стоимостью 430 млн рублей. Уже на текущий год запланирована реконструкция цеха гальваники, что позволит заводу освоить выпуск конечной продукции – цифровых метеолокаторов.",Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
,"Крупнейшее в своем секторе предприятие на Северном Кавказе ОАО “Владикавказский вагоноремонтный завод” постоянно ведет работу по улучшению качества ремонта вагонов, проводит модернизацию своего производства. В этом году завод планирует приобрести новое оборудование.",Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
,В ОАО НПО “Бином” за счет федеральных средств начата реконструкция заготовительного производства. Часть оборудования уже установлена. В 2013 году для завершения работ предприятие планирует приобрести дополнительно оборудование на 23 млн рублей и приступить к реализации следующего инвестиционного проекта – реконструкции цеха гальванопокрытий на сумму 67 млн рублей.,Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
,"Стабильное функционирование промышленного производства в структуре хозяйственного комплекса республики при обеспечении его конкурентоспособности на российском и зарубежных рынках позволит существенно сбалансировать рынок труда, сохранив рабочие места для квалифицированных специалистов.",Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
,"Важным направлением развития Северной Осетии, позволяющим обеспечить устойчивость нашей экономики в долгосрочной перспективе, должна стать модернизация и комплексное развитие энергетической, транспортной и инженерной инфраструктуры.",Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
,"При реализации крупных проектов, запуске новых энергоемких производств нам уже приходится сталкиваться с проблемами подключения к электросетям из-за отсутствия резервов мощностей.",Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
,"Работа по решению этих вопросов уже ведется. В ближайшее время войдет в работу подстанция “Городская”, которая обеспечит электроснабжение целого ряда крупных объектов в центральной части Владикавказа. Наметилась устойчивая тенденция развития государственного унитарного предприятия “Аланияэлектросеть”, которое за истекший год добилось снижения потерь в сетях и завершило его с положительным балансом.",Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
,Перед нами стоит серьезная задача – завершить строительство каскада Зарамагских ГЭС на реке Ардон. Ввод в эксплуатацию и выход на проектную мощность этого объекта снизит уровень энергодефицита в республике.,Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
,"Модернизация энергосетевого хозяйства, генерация мощностей – это решаемые задачи, но действовать на перспективу, вкладывать средства нужно с оглядкой на то, что мы сейчас имеем, насколько рационально этим пользуемся. Энергосбережение – реальный способ сокращения потребления ресурсов и, как следствие, уменьшение платы населения за коммунальные услуги, снижение нагрузки на бюджет. Республиканская программа по энергосбережению, для которой мы рассчитываем получить федеральное финансирование в размере 208 млн рублей, должна показать свои плюсы, чтобы люди, сэкономив на платежах, в итоге почувствовали ее эффективность.",Мамсуров Т.Д,https://www.iriston.ru/story/moscow/intervyu-glavy-rso-alaniya-tajmuraza-mamsurova-informatsionnomu-agentstvu-interfaks/,Интервью,,,
